enrolment_id,learner_id,course_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued
ENR01854,LRN0225,CRS022,2024-01-29,2024-02-18,2024-02-03,Completed,100,2024-02-03,83.84,1,2,Yes
ENR01432,LRN0200,CRS028,2024-02-04,2024-03-15,2024-02-07,Completed,100,2024-02-07,94.77,1,3,Yes
ENR01658,LRN0391,CRS038,2024-01-15,2024-02-14,,In Progress,81,2024-02-17,,1,,No
ENR00385,LRN0147,CRS026,2024-02-22,2024-03-03,,Dropped,8,2024-03-07,,1,,No
ENR01879,LRN0186,CRS025,2024-02-03,2024-03-14,,Dropped,34,2024-02-10,,3,,No
ENR01421,LRN0201,CRS059,2024-01-21,2024-04-10,,Not Started,0,,,1,,No
ENR00972,LRN0247,CRS032,2024-02-01,2024-02-11,2024-02-20,Completed,100,2024-02-20,85.95,1,2,Yes
ENR01025,LRN0022,CRS005,2024-02-18,2024-03-29,2024-03-02,Completed,100,2024-03-02,70.34,1,4,Yes
ENR00105,LRN0233,CRS007,2024-01-19,2024-02-28,,Dropped,26,2024-02-01,,1,2,No
ENR00238,LRN0091,CRS024,2024-01-24,2024-02-23,,Dropped,31,2024-01-27,,1,,No
ENR01370,LRN0131,CRS021,2024-03-12,2024-04-01,,In Progress,52,2024-03-24,,1,,No
ENR00469,LRN0046,CRS013,2024-02-18,2024-05-08,,In Progress,90,2024-03-06,,1,,No
ENR01782,LRN0006,CRS022,2024-02-29,2024-03-20,,In Progress,13,2024-03-20,,1,,No
ENR00974,LRN0486,CRS059,2024-01-15,2024-04-04,2024-01-27,Completed,100,2024-01-27,52.26,3,5,No
ENR01525,LRN0087,CRS025,2024-01-18,2024-02-27,,In Progress,21,2024-02-02,,1,,No
ENR00814,LRN0483,CRS009,2024-02-20,2024-03-11,2024-03-14,Completed,100,2024-03-14,62.04,1,3,Yes
ENR00900,LRN0196,CRS056,2024-01-20,2024-03-20,2024-01-23,Completed,100,2024-01-23,68.89,2,2,Yes
ENR00372,LRN0159,CRS013,2024-03-11,2024-05-30,2024-03-14,Completed,100,2024-03-14,58.22,1,5,No
ENR00215,LRN0011,CRS040,2024-01-16,2024-02-15,2024-02-07,Completed,100,2024-02-07,86.65,1,1,Yes
ENR00113,LRN0179,CRS005,2024-01-06,2024-02-15,,In Progress,49,2024-03-19,,1,,No
ENR01703,LRN0497,CRS017,2024-01-17,2024-02-06,,In Progress,60,2024-01-22,,1,,No
ENR01900,LRN0413,CRS006,2024-02-21,2024-03-02,,Not Started,0,,,1,,No
ENR01311,LRN0374,CRS014,2024-01-05,2024-02-04,2024-01-12,Completed,100,,68.73,1,5,Yes
ENR00280,LRN0436,CRS049,2024-01-05,2024-02-14,2024-01-08,Completed,100,2024-01-08,72.84,1,5,Yes
ENR01046,LRN0223,CRS031,2024-02-04,2024-02-14,2024-02-15,Completed,100,,61.53,3,4,Yes
ENR00499,LRN0270,CRS017,2024-01-17,2024-02-06,,In Progress,54,,,1,,No
ENR01360,LRN0458,CRS052,2024-03-11,2024-05-30,,In Progress,58,2024-03-21,,1,,No
ENR00488,LRN0103,CRS008,2024-01-09,2024-03-29,2024-03-21,Completed,100,2024-03-21,93.39,1,2,Yes
ENR01597,LRN0386,CRS017,2024-02-07,2024-02-27,,Dropped,16,2024-02-11,,1,,No
ENR01729,LRN0273,CRS039,2024-03-11,2024-05-30,2024-03-31,Completed,100,2024-03-31,76.76,1,2,Yes
ENR01218,LRN0366,CRS029,2024-01-18,2024-04-07,,Dropped,26,2024-01-30,,1,,No
ENR00644,LRN0206,CRS020,2024-01-06,2024-01-16,,Not Started,0,,,2,,No
ENR01776,LRN0286,CRS031,2024-01-20,2024-01-30,,Dropped,26,,,1,,No
ENR00570,LRN0426,CRS030,2024-02-07,2024-04-07,,Not Started,0,,,1,,No
ENR00870,LRN0299,CRS058,2024-02-27,2024-03-28,,In Progress,47,2024-03-09,,1,,No
ENR01889,LRN0269,CRS054,2024-01-19,2024-02-28,,In Progress,20,2024-03-12,,3,,No
ENR01737,LRN0169,CRS052,2024-01-13,2024-04-02,,Dropped,13,2024-01-25,,1,,No
ENR01369,LRN0056,CRS015,2024-01-28,2024-02-07,,In Progress,10,,,1,,No
ENR01584,LRN0107,CRS041,2024-03-14,2024-04-13,,Not Started,0,,,1,,No
ENR01818,LRN0071,CRS042,2024-01-29,2024-02-08,,In Progress,46,2024-03-07,,3,,No
ENR00178,LRN0403,CRS018,2024-01-30,2024-02-29,2024-02-02,Completed,100,2024-02-02,64.81,1,3,Yes
ENR01305,LRN0445,CRS048,2024-03-06,2024-03-16,2024-03-20,Completed,100,2024-03-20,90.28,2,5,Yes
ENR01784,LRN0046,CRS013,2024-01-05,2024-03-25,,In Progress,30,2024-01-26,,1,,No
ENR01265,LRN0163,CRS003,2024-01-03,2024-01-23,,Not Started,0,,,1,,No
ENR01406,LRN0044,CRS029,2024-02-26,2024-05-16,,Not Started,0,,,1,,No
ENR00985,LRN0209,CRS004,2024-02-25,2024-04-25,2024-03-31,Completed,100,2024-03-31,87.93,1,3,Yes
ENR00275,LRN0301,CRS037,2024-03-14,2024-04-23,,In Progress,85,2024-03-17,,1,,No
ENR01937,LRN0499,CRS050,2024-02-11,2024-02-21,,In Progress,71,,,1,,No
ENR00047,LRN0078,CRS036,2024-02-26,2024-03-17,2024-03-01,Completed,100,2024-03-01,48.0,1,4,No
ENR01476,LRN0057,CRS022,2024-01-28,2024-02-17,,Dropped,11,2024-02-11,,2,,No
ENR01607,LRN0422,CRS002,2024-01-19,2024-02-08,,Dropped,22,2024-02-01,,1,,No
ENR01197,LRN0131,CRS038,2024-01-22,2024-02-21,,In Progress,89,2024-03-15,,1,,No
ENR01638,LRN0356,CRS003,2024-01-29,2024-02-18,,In Progress,23,2024-02-20,,1,,No
ENR00464,LRN0269,CRS033,2024-01-22,2024-03-02,,Dropped,6,2024-02-03,,1,,No
ENR00686,LRN0499,CRS027,2024-02-22,2024-03-23,2024-02-25,Completed,100,2024-02-25,79.04,1,5,Yes
ENR01324,LRN0217,CRS058,2024-02-09,2024-03-10,,In Progress,66,2024-03-03,,1,,No
ENR00599,LRN0291,CRS049,2024-01-30,2024-03-10,2024-02-25,Completed,100,2024-02-25,58.86,1,3,No
ENR01483,LRN0154,CRS041,2024-01-13,2024-02-12,,Not Started,0,,,3,,No
ENR00239,LRN0417,CRS014,2024-01-24,2024-02-23,2024-01-30,Completed,100,2024-01-30,89.5,1,4,Yes
ENR00569,LRN0427,CRS053,2024-01-04,2024-03-24,2024-02-04,Completed,100,2024-02-04,96.8,1,4,Yes
ENR01203,LRN0392,CRS027,2024-01-04,2024-02-03,,In Progress,37,2024-01-26,,1,,No
ENR00437,LRN0411,CRS032,2024-03-04,2024-03-14,2024-03-07,Completed,100,2024-03-07,68.17,1,2,Yes
ENR00954,LRN0075,CRS039,2024-02-13,2024-05-03,,In Progress,30,2024-03-31,,2,,No
ENR01754,LRN0094,CRS030,2024-01-04,2024-03-04,,Dropped,26,2024-01-12,,3,,No
ENR01060,LRN0261,CRS020,2024-02-07,2024-02-17,,In Progress,61,2024-03-30,,1,,No
ENR01465,LRN0302,CRS036,2024-01-29,2024-02-18,,Not Started,0,,,3,,No
ENR00634,LRN0098,CRS048,2024-01-17,2024-01-27,2024-01-24,Completed,100,2024-01-24,83.83,1,2,Yes
ENR01502,LRN0467,CRS034,2024-01-16,2024-02-05,,In Progress,10,2024-03-18,,1,,No
ENR00596,LRN0391,CRS035,2024-01-14,2024-04-03,,In Progress,13,2024-03-27,,1,,No
ENR00736,LRN0426,CRS034,2024-01-08,2024-01-28,,Not Started,0,,,1,4,No
ENR00484,LRN0344,CRS001,2024-02-29,2024-03-30,,Dropped,33,2024-03-13,,1,1,No
ENR00525,LRN0137,CRS021,2024-03-10,2024-03-30,,In Progress,54,2024-03-11,,2,,No
ENR00071,LRN0108,CRS031,2024-01-19,2024-01-29,,In Progress,90,2024-03-14,,2,,No
ENR00267,LRN0145,CRS019,2024-01-25,2024-03-25,,Dropped,25,2024-02-02,,1,,No
ENR01576,LRN0037,CRS005,2024-03-13,2024-04-22,,Dropped,21,2024-03-23,,1,,No
ENR00263,LRN0362,CRS037,2024-03-02,2024-04-11,,In Progress,73,,,1,,No
ENR01950,LRN0481,CRS023,2024-01-02,2024-03-22,2024-02-07,Completed,100,2024-02-07,57.55,1,3,No
ENR01111,LRN0076,CRS047,2024-01-16,2024-03-16,,Dropped,26,2024-01-21,,1,,No
ENR01321,LRN0117,CRS009,2024-01-17,2024-02-06,,Dropped,6,2024-01-25,,1,,No
ENR00649,LRN0121,CRS055,2024-01-27,2024-02-06,,In Progress,29,2024-02-27,,1,,No
ENR01869,LRN0468,CRS007,2024-02-24,2024-04-04,,In Progress,11,2024-02-28,,1,,No
ENR00362,LRN0218,CRS024,2024-01-07,2024-02-06,,Dropped,4,2024-01-17,,1,,No
ENR00392,LRN0110,CRS021,2024-03-13,2024-04-02,2024-03-31,Completed,100,2024-03-31,48.43,2,4,No
ENR00628,LRN0370,CRS024,2024-03-07,2024-04-06,2024-03-31,Completed,100,,67.17,2,1,Yes
ENR00074,LRN0201,CRS004,2024-02-12,2024-04-12,2024-03-31,Completed,100,2024-03-31,98.87,2,5,Yes
ENR01422,LRN0264,CRS060,2024-01-07,2024-02-06,,Dropped,13,2024-01-15,,1,,No
ENR00899,LRN0238,CRS056,2024-02-29,2024-04-29,,In Progress,59,2024-03-09,,1,2,No
ENR00299,LRN0218,CRS044,2024-03-06,2024-05-25,,Not Started,0,,,1,,No
ENR00622,LRN0467,CRS024,2024-02-02,2024-03-03,,In Progress,87,2024-02-02,,1,,No
ENR00698,LRN0461,CRS046,2024-03-03,2024-04-12,,Dropped,16,2024-03-15,,1,,No
ENR01492,LRN0096,CRS043,2024-03-14,2024-06-02,,Dropped,14,2024-03-16,,1,,No
ENR01405,LRN0366,CRS029,2024-02-06,2024-04-26,,Dropped,31,2024-02-15,,1,,No
ENR00346,LRN0228,CRS053,2024-01-21,2024-04-10,2024-03-17,Completed,100,2024-03-17,53.5,1,3,No
ENR00458,LRN0123,CRS005,2024-03-09,2024-04-18,2024-03-18,Completed,100,2024-03-18,93.54,1,4,Yes
ENR00537,LRN0312,CRS001,2024-01-16,2024-02-15,2024-02-22,Completed,100,2024-02-22,62.65,1,2,Yes
ENR00396,LRN0483,CRS027,2024-03-02,2024-04-01,,In Progress,30,2024-03-24,,3,,No
ENR01712,LRN0399,CRS041,2024-01-19,2024-02-18,,In Progress,73,2024-03-18,,1,,No
ENR00621,LRN0092,CRS060,2024-01-02,2024-02-01,2024-01-20,Completed,100,2024-01-20,73.93,1,3,Yes
ENR01233,LRN0385,CRS029,2024-01-03,2024-03-23,,In Progress,79,2024-03-18,,1,,No
ENR01257,LRN0114,CRS022,2024-03-08,2024-03-28,,In Progress,57,2024-03-29,,1,,No
ENR01691,LRN0055,CRS025,2024-02-07,2024-03-18,,Dropped,1,2024-02-15,,1,,No
ENR01922,LRN0305,CRS050,2024-02-04,2024-02-14,,In Progress,36,2024-03-11,,2,,No
ENR01747,LRN0439,CRS033,2024-01-16,2024-02-25,2024-01-31,Completed,100,2024-01-31,48.35,1,2,No
ENR01304,LRN0399,CRS060,2024-03-16,2024-04-15,,Dropped,1,2024-03-26,,1,,No
ENR01647,LRN0486,CRS057,2024-03-17,2024-03-27,,Dropped,14,2024-03-23,,1,,No
ENR00361,LRN0029,CRS048,2024-01-18,2024-01-28,2024-02-04,Completed,100,2024-02-04,83.72,1,1,Yes
ENR01652,LRN0343,CRS047,2024-01-20,2024-03-20,,In Progress,89,2024-02-11,,1,,No
ENR01656,LRN0425,CRS012,2024-01-10,2024-02-19,2024-01-23,Completed,100,2024-01-23,73.12,2,1,Yes
ENR00336,LRN0314,CRS019,2024-02-11,2024-04-11,,Not Started,0,,,1,3,No
ENR01013,LRN0450,CRS031,2024-01-04,2024-01-14,,In Progress,41,2024-03-16,,1,1,No
ENR01299,LRN0089,CRS003,2024-01-06,2024-01-26,2024-02-05,Completed,100,2024-02-05,71.89,2,4,Yes
ENR00768,LRN0144,CRS042,2024-03-06,2024-03-16,,Not Started,0,,,1,,No
ENR01810,LRN0432,CRS006,2024-03-11,2024-03-21,,In Progress,59,2024-03-19,,1,5,No
ENR00339,LRN0106,CRS053,2024-02-26,2024-05-16,2024-03-26,Completed,100,2024-03-26,56.22,1,4,No
ENR01876,LRN0193,CRS055,2024-01-06,2024-01-16,,Dropped,29,,,1,,No
ENR01962,LRN0376,CRS046,2024-02-04,2024-03-15,2024-02-07,Completed,100,2024-02-07,98.86,1,3,Yes
ENR00752,LRN0360,CRS006,2024-02-19,2024-02-29,,Dropped,17,,,1,,No
ENR00865,LRN0222,CRS012,2024-02-26,2024-04-06,2024-03-05,Completed,100,2024-03-05,66.23,1,3,Yes
ENR01949,LRN0215,CRS054,2024-01-08,2024-02-17,,In Progress,26,2024-03-03,,1,,No
ENR01372,LRN0333,CRS003,2024-01-25,2024-02-14,,In Progress,13,2024-02-29,,1,,No
ENR00331,LRN0200,CRS026,2024-02-04,2024-02-14,2024-02-07,Completed,100,2024-02-07,53.8,1,1,No
ENR01068,LRN0254,CRS018,2024-01-26,2024-02-25,,Dropped,2,2024-02-01,,1,,No
ENR01702,LRN0324,CRS049,2024-01-27,2024-03-07,,In Progress,16,2024-02-11,,1,,No
ENR00008,LRN0222,CRS043,2024-03-10,2024-05-29,2024-03-31,Completed,100,2024-03-31,67.13,1,4,Yes
ENR00831,LRN0360,CRS035,2024-03-07,2024-05-26,2024-03-31,Completed,100,2024-03-31,80.38,1,2,Yes
ENR00660,LRN0400,CRS031,2024-02-12,2024-02-22,,Dropped,7,2024-02-17,,1,,No
ENR01147,LRN0325,CRS035,2024-01-11,2024-03-31,,Dropped,29,2024-01-16,,1,,No
ENR01167,LRN0189,CRS022,2024-03-10,2024-03-30,,In Progress,34,,,3,,No
ENR00428,LRN0129,CRS012,2024-01-26,2024-03-06,,In Progress,60,2024-03-01,,1,,No
ENR00682,LRN0082,CRS050,2024-02-21,2024-03-02,,In Progress,37,2024-03-14,,1,,No
ENR01554,LRN0434,CRS013,2024-01-16,2024-04-05,,In Progress,39,2024-02-23,,3,,No
ENR01637,LRN0284,CRS027,2024-01-07,2024-02-06,,In Progress,68,2024-01-16,,2,,No
ENR00557,LRN0065,CRS056,2024-01-05,2024-03-05,,Dropped,10,2024-01-05,,3,,No
ENR00052,LRN0169,CRS002,2024-02-06,2024-02-26,,In Progress,25,2024-03-20,,1,,No
ENR00123,LRN0366,CRS004,2024-02-08,2024-04-08,2024-03-14,Completed,100,2024-03-14,52.84,2,3,No
ENR00977,LRN0135,CRS057,2024-02-15,2024-02-25,,In Progress,41,2024-03-18,,2,,No
ENR00986,LRN0311,CRS054,2024-01-29,2024-03-09,,Dropped,30,2024-01-31,,1,,No
ENR00158,LRN0337,CRS044,2024-01-19,2024-04-08,2024-03-18,Completed,100,2024-03-18,90.06,1,1,Yes
ENR01601,LRN0257,CRS027,2024-01-17,2024-02-16,,In Progress,37,2024-03-18,,3,,No
ENR00851,LRN0100,CRS022,2024-02-26,2024-03-17,2024-03-20,Completed,100,2024-03-20,48.82,1,5,No
ENR00846,LRN0285,CRS055,2024-03-04,2024-03-14,2024-03-15,Completed,100,2024-03-15,99.76,1,1,Yes
ENR01009,LRN0077,CRS048,2024-02-19,2024-02-29,,Dropped,24,2024-03-02,,1,,No
ENR01126,LRN0274,CRS048,2024-01-10,2024-01-20,2024-01-22,Completed,100,2024-01-22,69.27,1,2,Yes
ENR00700,LRN0114,CRS057,2024-02-17,2024-02-27,,In Progress,49,2024-03-06,,2,,No
ENR01474,LRN0482,CRS006,2024-01-23,2024-02-02,,Not Started,0,,,2,,No
ENR01679,LRN0479,CRS035,2024-03-07,2024-05-26,2024-03-31,Completed,100,2024-03-31,89.73,1,1,Yes
ENR01086,LRN0268,CRS053,2024-03-09,2024-05-28,2024-03-31,Completed,100,2024-03-31,64.33,1,4,Yes
ENR00833,LRN0248,CRS040,2024-02-19,2024-03-20,2024-03-03,Completed,100,2024-03-03,87.4,1,5,Yes
ENR00455,LRN0204,CRS033,2024-02-25,2024-04-05,,In Progress,66,2024-02-28,,1,4,No
ENR01430,LRN0002,CRS024,2024-02-05,2024-03-06,,Not Started,0,,,3,,No
ENR01613,LRN0128,CRS013,2024-02-09,2024-04-29,,In Progress,43,,,1,,No
ENR01836,LRN0082,CRS038,2024-01-08,2024-02-07,,In Progress,11,2024-02-23,,1,,No
ENR01630,LRN0398,CRS007,2024-03-01,2024-04-10,,In Progress,73,2024-03-23,,1,,No
ENR00401,LRN0111,CRS023,2024-01-27,2024-04-16,,Not Started,0,,,3,,No
ENR01182,LRN0328,CRS050,2024-03-14,2024-03-24,2024-03-26,Completed,100,2024-03-26,61.07,1,5,Yes
ENR00550,LRN0434,CRS057,2024-03-08,2024-03-18,,Dropped,30,2024-03-17,,1,,No
ENR00754,LRN0032,CRS039,2024-01-27,2024-04-16,,Dropped,18,2024-02-06,,1,,No
ENR00761,LRN0066,CRS021,2024-03-10,2024-03-30,2024-03-13,Completed,100,2024-03-13,71.28,1,5,Yes
ENR00905,LRN0266,CRS032,2024-01-28,2024-02-07,,In Progress,49,2024-01-29,,1,,No
ENR01623,LRN0063,CRS043,2024-02-24,2024-05-14,,Dropped,0,2024-02-29,,1,,No
ENR00411,LRN0431,CRS053,2024-03-07,2024-05-26,,Dropped,20,2024-03-16,,1,,No
ENR00379,LRN0268,CRS060,2024-02-13,2024-03-14,,In Progress,53,2024-02-21,,1,,No
ENR01019,LRN0447,CRS006,2024-01-07,2024-01-17,,In Progress,46,2024-01-29,,1,,No
ENR01035,LRN0260,CRS011,2024-01-02,2024-01-12,,Not Started,0,,,1,,No
ENR00262,LRN0435,CRS052,2024-01-05,2024-03-25,,In Progress,74,2024-02-13,,3,,No
ENR00205,LRN0357,CRS004,2024-03-07,2024-05-06,,In Progress,23,,,1,,No
ENR01744,LRN0345,CRS026,2024-01-03,2024-01-13,,Dropped,7,,,1,,No
ENR00394,LRN0036,CRS018,2024-02-21,2024-03-22,2024-03-31,Completed,100,2024-03-31,69.83,1,2,Yes
ENR00051,LRN0293,CRS012,2024-02-23,2024-04-03,,Not Started,0,,,1,,No
ENR01561,LRN0498,CRS003,2024-03-01,2024-03-21,2024-03-04,Completed,100,2024-03-04,75.32,1,5,Yes
ENR01512,LRN0142,CRS060,2024-01-20,2024-02-19,2024-01-23,Completed,100,2024-01-23,52.18,1,3,No
ENR01768,LRN0208,CRS019,2024-03-01,2024-04-30,,In Progress,42,2024-03-27,,1,,No
ENR01298,LRN0416,CRS044,2024-01-13,2024-04-02,2024-02-23,Completed,100,2024-02-23,66.84,1,1,Yes
ENR00923,LRN0366,CRS009,2024-03-04,2024-03-24,2024-03-07,Completed,100,2024-03-07,52.7,1,2,No
ENR01074,LRN0334,CRS055,2024-01-05,2024-01-15,,Dropped,16,,,1,2,No
ENR01185,LRN0131,CRS060,2024-01-05,2024-02-04,,In Progress,26,2024-02-11,,1,,No
ENR00912,LRN0076,CRS040,2024-02-11,2024-03-12,2024-03-08,Completed,100,,70.45,2,3,Yes
ENR00665,LRN0183,CRS047,2024-01-05,2024-03-05,,In Progress,41,2024-02-24,,1,,No
ENR01711,LRN0128,CRS026,2024-01-17,2024-01-27,,In Progress,18,2024-01-28,,2,,No
ENR01157,LRN0402,CRS037,2024-02-18,2024-03-29,,Dropped,2,2024-02-26,,1,2,No
ENR01532,LRN0124,CRS005,2024-01-11,2024-02-20,,Dropped,33,2024-01-16,,1,3,No
ENR00704,LRN0257,CRS021,2024-03-07,2024-03-27,2024-03-31,Completed,100,2024-03-31,80.66,2,4,Yes
ENR01563,LRN0008,CRS032,2024-01-16,2024-01-26,2024-01-19,Completed,100,2024-01-19,64.48,2,5,Yes
ENR01932,LRN0346,CRS021,2024-03-10,2024-03-30,,Dropped,11,2024-03-19,,1,,No
ENR01161,LRN0133,CRS055,2024-01-23,2024-02-02,,In Progress,73,2024-03-23,,2,,No
ENR00539,LRN0297,CRS006,2024-02-05,2024-02-15,,Dropped,20,2024-02-13,,3,,No
ENR00514,LRN0038,CRS052,2024-03-13,2024-06-01,,Not Started,0,,,1,,No
ENR01719,LRN0134,CRS019,2024-01-27,2024-03-27,2024-02-20,Completed,100,2024-02-20,71.86,1,2,Yes
ENR00066,LRN0024,CRS006,2024-02-23,2024-03-04,,Dropped,20,2024-02-27,,1,,No
ENR01385,LRN0350,CRS056,2024-02-05,2024-04-05,,Dropped,35,2024-02-16,,1,,No
ENR00517,LRN0436,CRS057,2024-01-30,2024-02-09,2024-02-02,Completed,100,2024-02-02,46.45,1,2,No
ENR01746,LRN0125,CRS047,2024-02-24,2024-04-24,2024-02-27,Completed,100,2024-02-27,82.95,1,5,Yes
ENR01935,LRN0085,CRS022,2024-02-29,2024-03-20,,Dropped,18,2024-03-10,,3,,No
ENR00350,LRN0316,CRS022,2024-01-16,2024-02-05,2024-01-19,Completed,100,2024-01-19,94.26,1,2,Yes
ENR00166,LRN0071,CRS025,2024-01-15,2024-02-24,2024-01-23,Completed,100,2024-01-23,61.78,1,3,Yes
ENR00653,LRN0343,CRS048,2024-03-16,2024-03-26,2024-03-30,Completed,100,2024-03-30,54.8,1,3,No
ENR01491,LRN0067,CRS058,2024-02-20,2024-03-21,2024-02-23,Completed,100,,70.27,1,5,Yes
ENR01947,LRN0487,CRS038,2024-01-29,2024-02-28,2024-02-01,Completed,100,2024-02-01,83.22,1,1,Yes
ENR01376,LRN0054,CRS051,2024-01-29,2024-04-18,,Dropped,11,2024-02-07,,2,,No
ENR01815,LRN0212,CRS027,2024-01-04,2024-02-03,,In Progress,83,2024-02-21,,1,,No
ENR01024,LRN0143,CRS030,2024-02-01,2024-04-01,,In Progress,24,2024-03-17,,1,,No
ENR01104,LRN0378,CRS053,2024-03-06,2024-05-25,2024-03-31,Completed,100,2024-03-31,45.29,1,3,No
ENR01294,LRN0483,CRS002,2024-03-14,2024-04-03,2024-03-25,Completed,100,2024-03-25,76.77,3,4,Yes
ENR00141,LRN0478,CRS037,2024-01-30,2024-03-10,,Dropped,17,2024-02-10,,1,,No
ENR00979,LRN0245,CRS005,2024-01-24,2024-03-04,,In Progress,81,2024-02-07,,1,,No
ENR01865,LRN0029,CRS048,2024-01-15,2024-01-25,,Dropped,19,,,2,,No
ENR01146,LRN0412,CRS051,2024-01-29,2024-04-18,,In Progress,76,2024-02-03,,1,,No
ENR01859,LRN0230,CRS057,2024-02-23,2024-03-04,,In Progress,10,,,1,,No
ENR00945,LRN0348,CRS025,2024-01-04,2024-02-13,2024-01-26,Completed,100,2024-01-26,90.67,1,1,Yes
ENR00075,LRN0284,CRS019,2024-01-05,2024-03-05,,In Progress,75,2024-03-07,,1,,No
ENR01907,LRN0153,CRS050,2024-03-13,2024-03-23,,Dropped,8,2024-03-13,,2,,No
ENR01701,LRN0010,CRS042,2024-01-16,2024-01-26,,In Progress,63,,,2,,No
ENR00962,LRN0184,CRS043,2024-02-21,2024-05-11,2024-03-31,Completed,100,2024-03-31,61.51,1,2,Yes
ENR00934,LRN0478,CRS056,2024-01-27,2024-03-27,2024-03-31,Completed,100,2024-03-31,85.46,1,2,Yes
ENR01614,LRN0119,CRS043,2024-02-27,2024-05-17,,Dropped,32,2024-03-04,,1,,No
ENR00576,LRN0102,CRS041,2024-01-12,2024-02-11,,Not Started,0,,,2,,No
ENR00296,LRN0142,CRS028,2024-03-07,2024-04-16,,Not Started,0,,,2,,No
ENR00631,LRN0180,CRS008,2024-02-13,2024-05-03,,In Progress,21,2024-03-28,,1,,No
ENR01188,LRN0481,CRS003,2024-01-25,2024-02-14,,Dropped,33,2024-01-25,,2,,No
ENR01755,LRN0176,CRS059,2024-02-01,2024-04-21,2024-03-31,Completed,100,,49.52,2,3,No
ENR01414,LRN0034,CRS031,2024-01-28,2024-02-07,,In Progress,11,2024-02-10,,1,,No
ENR00077,LRN0138,CRS058,2024-02-23,2024-03-24,,Dropped,31,2024-02-24,,1,,No
ENR00667,LRN0423,CRS058,2024-03-08,2024-04-07,,In Progress,19,2024-03-09,,1,5,No
ENR00547,LRN0014,CRS007,2024-01-28,2024-03-08,,Dropped,32,2024-02-05,,1,,No
ENR01423,LRN0008,CRS012,2024-01-30,2024-03-10,2024-02-02,Completed,100,2024-02-02,45.9,1,4,No
ENR00600,LRN0019,CRS021,2024-03-13,2024-04-02,,In Progress,44,2024-03-13,,1,,No
ENR00562,LRN0190,CRS044,2024-02-28,2024-05-18,2024-03-31,Completed,100,2024-03-31,54.72,1,3,No
ENR01425,LRN0286,CRS059,2024-03-02,2024-05-21,,Dropped,0,2024-03-03,,1,,No
ENR00728,LRN0498,CRS003,2024-02-19,2024-03-10,,In Progress,41,2024-03-21,,1,,No
ENR00134,LRN0003,CRS058,2024-01-02,2024-02-01,,In Progress,81,2024-02-23,,2,,No
ENR01389,LRN0133,CRS052,2024-02-21,2024-05-11,,Dropped,8,2024-03-04,,2,,No
ENR00391,LRN0360,CRS048,2024-03-01,2024-03-11,2024-03-10,Completed,100,2024-03-10,47.11,1,4,No
ENR00755,LRN0089,CRS012,2024-03-07,2024-04-16,,Not Started,0,,,1,,No
ENR01918,LRN0068,CRS001,2024-03-09,2024-04-08,2024-03-31,Completed,100,2024-03-31,86.06,1,2,Yes
ENR00228,LRN0474,CRS027,2024-02-20,2024-03-21,,Not Started,0,,,1,,No
ENR01449,LRN0205,CRS015,2024-02-13,2024-02-23,,In Progress,68,2024-02-16,,1,,No
ENR01253,LRN0327,CRS016,2024-01-18,2024-02-07,,In Progress,44,2024-03-31,,1,,No
ENR00222,LRN0085,CRS047,2024-01-26,2024-03-26,2024-02-12,Completed,100,2024-02-12,78.32,1,5,Yes
ENR00304,LRN0426,CRS035,2024-01-16,2024-04-05,2024-03-12,Completed,100,2024-03-12,61.14,1,5,Yes
ENR01339,LRN0283,CRS005,2024-03-13,2024-04-22,,Dropped,17,2024-03-26,,1,,No
ENR00427,LRN0283,CRS042,2024-02-07,2024-02-17,,In Progress,73,2024-03-29,,1,,No
ENR01441,LRN0008,CRS020,2024-01-11,2024-01-21,,In Progress,83,,,1,,No
ENR01969,LRN0383,CRS039,2024-03-14,2024-06-02,2024-03-17,Completed,100,2024-03-17,53.2,1,2,No
ENR01775,LRN0325,CRS060,2024-01-19,2024-02-18,2024-01-31,Completed,100,2024-01-31,74.92,1,5,Yes
ENR00720,LRN0158,CRS033,2024-02-09,2024-03-20,2024-03-08,Completed,100,2024-03-08,70.95,1,5,Yes
ENR01967,LRN0132,CRS058,2024-02-23,2024-03-24,,Dropped,24,2024-02-25,,1,,No
ENR00289,LRN0281,CRS027,2024-01-09,2024-02-08,2024-01-12,Completed,100,2024-01-12,64.96,1,3,Yes
ENR01242,LRN0260,CRS019,2024-01-17,2024-03-17,2024-02-24,Completed,100,2024-02-24,91.54,1,5,Yes
ENR01128,LRN0458,CRS014,2024-01-12,2024-02-11,2024-01-22,Completed,100,2024-01-22,78.65,1,3,Yes
ENR00775,LRN0325,CRS055,2024-01-29,2024-02-08,,Dropped,9,2024-02-10,,1,,No
ENR01466,LRN0258,CRS013,2024-03-11,2024-05-30,2024-03-28,Completed,100,2024-03-28,62.49,1,3,Yes
ENR00604,LRN0321,CRS052,2024-03-08,2024-05-27,,In Progress,80,2024-03-31,,1,1,No
ENR01537,LRN0033,CRS028,2024-01-27,2024-03-07,,Not Started,0,,,1,,No
ENR01606,LRN0435,CRS020,2024-02-18,2024-02-28,,Not Started,0,,,1,,No
ENR00805,LRN0226,CRS042,2024-01-28,2024-02-07,2024-02-01,Completed,100,2024-02-01,58.4,1,5,No
